,Ls,TOA,Eff,Direct,Diffuse,Unnamed: 0
46,230.0,652.2423293487833,524.2785499332912,212.94774630631545,362.0125623569485,46.0
47,235.0,653.7442062138215,529.6541175948998,220.35663557386584,359.64823490817906,47.0
48,240.0,654.277220700164,534.2077277231544,227.6789154804155,356.4288514450453,48.0
49,245.0,653.9591679773042,534.2853278955021,227.6534340829307,356.5487137355481,49.0
50,250.0,652.9102609828642,533.8060302812722,227.4170459632681,356.26626083488856,50.0
51,255.0,651.2457565775434,532.9037190158151,227.0508320904018,355.6428917737364,51.0
52,260.0,649.0688704633691,538.2388954501143,239.64490378812425,347.20231588603497,52.0
53,265.0,646.4645852493779,543.2980581332914,252.99400276885743,337.5628550749232,53.0
54,270.0,643.4949278396305,548.2050424993977,267.1594951383076,326.7971480942908,54.0
55,275.0,640.1961779286869,551.4185643302424,280.73087995451186,314.7531213671285,55.0
56,280.0,636.5782765483495,553.5750961830853,287.6058581243953,309.2665558821976,56.0
57,285.0,632.6264603241331,556.3919420671674,302.2173642054147,295.55183472296824,57.0
58,290.0,628.3048961567498,553.6922889377242,303.1551571727952,291.32224623828955,58.0
59,295.0,623.5618785068183,550.6681902493565,303.94148835167687,286.8915138345112,59.0
60,300.0,618.3360135358581,547.2281743699044,304.49912320383777,282.24308275124025,60.0
61,305.0,612.5627679730583,528.5646986855364,266.85592678133247,304.3125254700046,61.0
62,310.0,606.1808011308204,510.4710846880633,239.79711401279155,314.7371752038043,62.0
63,315.0,599.1376046334382,491.23669537036665,210.0361741623404,326.977350241891,63.0
64,320.0,591.3941168147686,485.89087487452025,209.5817124232058,321.28972378059814,64.0
65,325.0,582.928128815891,479.7595806773728,208.6581997429334,315.23416387725507,65.0
66,330.0,573.7364353113408,472.81270014899775,207.22848929607025,308.8188498289855,66.0
67,335.0,563.8357915994908,471.2137609590104,214.14356253007452,298.9188353824836,67.0
68,340.0,553.2628158241312,469.4854549516072,226.395569363136,282.662657661013,68.0
69,345.0,542.0730216023868,466.8168404550557,238.8848037813728,265.037251946143,69.0
70,350.0,530.3391869160204,462.92926675572863,250.761282776693,246.7069581151577,70.0
71,355.0,518.1492655976361,458.2782122297932,262.8783165817172,227.20918098613495,71.0
0,0.0,520.3203605632331,462.3010438424935,270.5980842486092,222.9104181324236,0.0
1,5.0,512.7258529166944,460.1936892486132,280.1488606001215,209.3544519168508,1.0
2,10.0,504.7927725685763,457.4430966844843,289.5618579639929,195.21074269824584,2.0
3,15.0,496.62428337350417,454.17341879088417,298.9167029145039,180.5310649725352,3.0
4,20.0,488.3320072454435,448.52351767338473,301.3397424065735,171.1439247288503,4.0
5,25.0,480.0337710930661,442.7033763301952,303.5855886688171,161.7648693736955,5.0
6,30.0,471.8515466098155,433.7693328422665,266.6417189122623,194.3344348023305,6.0
7,35.0,463.9095794921204,426.4652640019946,256.14135768162123,198.0510538608993,7.0
8,40.0,456.33267638958665,419.4723060869552,246.85849432267895,200.71373460962343,8.0
9,45.0,449.2445943072137,412.9367586927996,238.80043112044203,202.48410182832276,9.0
10,50.0,442.7664605890794,405.8878686614775,228.96977615967333,205.7187122114001,10.0
11,55.0,437.0151446993431,399.583587064423,220.5535158045764,208.17450146493795,11.0
12,60.0,432.10150845597593,394.1614750354677,213.54658584334277,210.01731301409885,12.0
13,65.0,428.1284811058293,390.2689837638406,209.24159635463263,210.4969621037302,13.0
14,70.0,425.1889398367504,387.50820625631945,206.3354521002582,210.66599320472235,14.0
15,75.0,423.36342234326014,385.9835371791205,204.8709388246241,210.5960445982516,15.0
16,80.0,422.7177497297224,385.6946661098482,204.6835736073406,210.4780145377996,16.0
17,85.0,423.300686007839,386.7951937556403,206.03899494997336,210.1816265182173,17.0
18,90.0,425.14179394958376,389.3291187844642,208.9944385827112,209.69148860668952,18.0
19,95.0,428.2496568849028,391.1701035942467,208.30226126584827,212.637025963254,19.0
20,100.0,432.6106178746706,394.42112622362544,209.1820214069277,215.3943079263927,20.0
21,105.0,438.1881443221074,399.0410873829712,211.60374028184668,217.95040360595877,21.0
22,110.0,444.9228671572416,407.7363096175415,222.4227967331965,215.4808289352848,22.0
23,115.0,452.73328287599577,417.691485496692,235.2196328401195,212.1765728564796,23.0
24,120.0,461.5170571327652,428.7868193844596,250.10553215059304,207.76893864403087,24.0
25,125.0,471.1528389620243,437.70916766709473,258.18776209728844,208.7458204300073,25.0
26,130.0,481.50248718399,447.4119697322398,267.75613368033856,208.90213494407124,26.0
27,135.0,492.4136212406072,457.7174944532232,278.7814995807427,208.06511031683775,27.0
28,140.0,503.7224300491761,465.25955650776257,281.8444356740675,213.27339631825012,28.0
29,145.0,515.2566961218507,472.96945850261216,285.8955566664686,217.52779283272508,29.0
30,150.0,526.8390113710282,483.6948834544676,325.1375016239659,184.3690486401183,30.0
31,155.0,538.2901715530961,491.7252395837912,323.04340392061255,196.14166937578915,31.0
32,160.0,549.4327367659624,499.2710057800749,320.56850808930363,207.7936019660131,32.0
33,165.0,560.0947364912083,506.1402910018054,317.5894699509336,219.2451407568277,33.0
34,170.0,570.1134813222105,513.3871776236361,317.63470867376776,227.61914994170743,34.0
35,175.0,579.3394222420403,519.662742128634,316.9194358086745,235.74803060460408,35.0
36,180.0,587.6399746185432,524.816949024798,315.3708257549163,243.54200380218796,36.0
37,185.0,594.9032002077527,529.1148188173315,312.7391305328309,251.599637540117,37.0
38,190.0,601.041218279252,532.1379651063212,309.2033308333774,259.2263189220277,38.0
39,195.0,605.9931980606401,533.8354131095834,304.7667645982454,266.3588936178349,39.0
40,200.0,609.7277704194008,533.1126205807203,296.66235274815074,274.9421718983367,40.0
41,205.0,612.2446884365944,531.0514952167047,287.85234586083027,282.7897085533423,41.0
42,210.0,613.5755658728882,528.6853247705703,285.7245989661038,282.51247186565865,42.0
43,215.0,613.7835315126779,512.2540878233298,248.358096000932,306.8558044446486,43.0
44,220.0,612.9616586150569,494.8578108422093,215.02332531423892,325.38893666043066,44.0
45,225.0,611.2300654013842,476.839083747724,185.4641732719687,338.8080354369248,45.0
46,230.0,608.73163813041,470.6368000631958,178.3042625510192,339.92155524671693,46.0
47,235.0,605.6264057710829,464.0469112101621,171.19816680001136,340.5217958257566,47.0
48,240.0,602.0846955387226,457.2808047729196,164.2698232095185,340.71044367837334,48.0
49,245.0,598.2793186436292,458.4322828804936,169.99620707571518,335.39078581950974,49.0
50,250.0,594.3771665067821,459.7641014439708,176.26659767903334,329.64826019178776,50.0
51,255.0,590.5307229965189,461.43689992849295,183.2049920016067,323.5254743335887,51.0
52,260.0,586.8700946449248,461.3963134657147,186.9421343993475,319.1327663562409,52.0
53,265.0,583.4962017803218,461.92522885802936,191.26208205068752,314.7245893108626,53.0
54,270.0,580.4757361230885,463.1735421278176,196.21993910020183,310.4111663111811,54.0
55,275.0,577.8383638317443,466.17496502848496,205.6688539405834,302.91408266035063,55.0
56,280.0,575.5764455937148,468.7565197143646,210.10369864684105,300.75909426456224,56.0
57,285.0,573.647286341214,473.0332791799309,221.2188784684327,292.80744268778864,57.0
58,290.0,571.9776609389025,476.80447725137856,231.0624208027422,285.7465772658562,58.0
59,295.0,570.4701364751694,480.9152459575612,241.5795037894677,278.29737461406216,59.0
60,300.0,569.0105641336005,485.199517219764,252.6733159786133,270.3793037687799,60.0
61,305.0,567.4760616622129,476.16121654127824,232.59030692011493,283.2219879315852,61.0
62,310.0,565.7428465950522,468.2957110806387,220.3625740191119,288.29434542038,62.0
63,315.0,563.6933887000089,459.4670404570348,203.49561278959436,297.64119496214005,63.0
64,320.0,561.2224974114811,456.28575700084775,199.0314102176937,299.13296137576054,64.0
65,325.0,558.242116756197,452.676370449788,194.50827968199928,300.19545438114966,65.0
66,330.0,554.6847438249904,448.5371122238893,189.85631756010395,300.79162170207604,66.0
67,335.0,550.5055036641344,451.7502643056763,196.8181640467712,296.43267471965703,67.0
68,340.0,545.6829984626908,454.998071700487,208.7383606781765,286.3485011887332,68.0
69,345.0,540.2191030871012,457.3408555529849,220.7163420907334,275.1447830956413,69.0
70,350.0,534.1379067841918,459.6497832156621,234.79638629617145,261.4574382784775,70.0
71,355.0,527.4840079274186,461.0346887635957,249.10559245626783,246.42918175270685,71.0
0,0.0,520.5549190588227,474.1651287924549,306.1205279351555,195.4006986712784,0.0
1,5.0,511.4459956153683,468.34625947118457,309.6567771995146,184.5226538042674,1.0
2,10.0,502.05531222520057,462.0421229707183,312.8072656502326,173.52890386102985,2.0
3,15.0,492.4929433502933,455.3838863713433,315.66020097692245,162.4694016214196,3.0
4,20.0,482.8761549148143,449.4142978239941,321.6676776040046,148.54258165115056,4.0
5,25.0,473.3272652720189,443.36130225556207,327.7491710512375,134.432710702703,5.0
6,30.0,463.9717206396407,434.3192825508653,290.62074207073994,167.09132613968063,6.0
7,35.0,454.9363753746984,424.4736441216469,274.16966323848663,174.77207079437244,7.0
8,40.0,446.3479392590922,415.0220403231018,259.46613562893754,180.8789589467026,8.0
9,45.0,438.3315306228727,406.11914031860897,246.4467132581873,185.66561286095552,9.0
10,50.0,431.0092579120749,397.7725045525364,234.6593967984273,189.66640436524307,10.0
11,55.0,424.4987458592883,390.2748433472888,224.5060210995642,192.75444447409828,11.0
12,60.0,418.9115283797829,383.7673672679333,215.9611009557256,195.12356547931128,12.0
13,65.0,414.35125060626,378.9658817780112,210.5007234117287,195.88971903056105,13.0
14,70.0,410.9116572496861,375.408942985869,206.5858454418361,196.3059273767824,14.0
15,75.0,408.6743910575451,373.2023164746463,204.24796658776205,196.4585463800979,15.0
16,80.0,407.7066773597752,372.16805049991854,202.8647284240258,196.86432799522416,16.0
17,85.0,408.0590192043479,372.6380580419454,203.1376264219933,197.0935251394792,17.0
18,90.0,409.7630616196573,374.6577257861183,205.1080979130302,197.1507300849861,18.0
19,95.0,412.8297939016708,376.193463719316,203.72965254777407,200.53931531574645,19.0
20,100.0,417.248241212994,379.2628706508484,204.03717394404035,203.7508101241954,20.0
21,105.0,422.9847539929397,383.82709926665166,205.9891728323092,206.78828655156096,21.0
22,110.0,429.9829453749633,392.6276969495376,216.48377173831,204.818517687474,22.0
23,115.0,438.1642666383969,402.8220625150923,229.0209313043128,202.09433861718543,23.0
24,120.0,447.4291618829742,414.2939423097104,243.7098410367928,198.3536061312996,24.0
25,125.0,457.6587142878557,424.8609623540204,254.8922060250611,197.6380887546038,25.0
26,130.0,468.7166896243192,436.3634734820263,267.8594702357545,195.93488749566484,26.0
27,135.0,480.45189420876017,448.62102706380153,282.6305199882107,193.0122175297568,27.0
28,140.0,492.70078660569663,457.7702163901423,287.9697815857504,197.4423660516184,28.0
29,145.0,505.290306740041,467.236228920624,294.4636106497108,200.89839333827115,29.0
30,150.0,518.0409057936918,479.96609568247663,338.2928945929191,164.73628033669485,30.0
31,155.0,530.769771143114,490.7056304933917,341.3014872003692,173.7257480151424,31.0
32,160.0,543.2942411667957,501.13944166348426,343.95506893863933,182.77252642423832,32.0
33,165.0,555.4353956592672,511.0712522412952,346.11129540085835,191.81390330283352,33.0
34,170.0,567.021790768872,520.5176458605413,348.3148121689036,200.2358531298113,34.0
35,175.0,577.8932853147041,529.1077711251518,349.7778220139412,208.5231966409425,35.0
36,180.0,587.9048805473552,536.6764803723569,350.404819410634,216.59495460665448,36.0
37,185.0,596.9304701583379,542.1949088468727,346.1100030052036,228.00570446705711,37.0
38,190.0,604.86637353089,546.4638594742307,340.9319273239814,238.9906187793596,38.0
39,195.0,611.6345044772523,549.4076809450873,334.8648943585961,249.46835649592012,39.0
40,200.0,617.1850114697365,552.316035255561,331.7434520759358,256.4797478832852,40.0
41,205.0,621.4982151028743,553.8848751216265,327.6980569228162,263.0079281381515,41.0
42,210.0,624.5856659047914,555.0161100317456,331.09246011207983,260.37633711589046,42.0
43,215.0,626.4901527687856,544.9801066369309,300.8996648572051,283.81446718572766,43.0
44,220.0,627.2845119096206,533.699554722692,272.59712188894804,303.60748003923715,44.0
45,225.0,627.0691216479023,521.4056547145863,246.2172252518308,319.986545886925,45.0
46,230.0,625.9680230248903,512.0127473659288,228.96030456681228,329.13074744083315,46.0
47,235.0,624.1236832242357,502.0592407193103,212.48825302844384,336.71045080333306,47.0
48,240.0,621.6905190217581,491.7767086432959,196.9139336721564,342.86369182690635,48.0
49,245.0,618.8274180448088,493.3990775534028,203.1951132205577,337.44647015447094,49.0
50,250.0,615.6896274814778,494.98960947531225,209.88796663824604,331.5135381826352,50.0
51,255.0,612.4205065702464,496.698714511367,217.1025749503554,325.1117901872228,51.0
52,260.0,609.1437373718214,498.31521938463374,224.2514285487769,318.678826553322,52.0
53,265.0,605.9566313603138,500.2681762832244,232.0530419399457,311.8780631898589,53.0
54,270.0,602.9251342336781,502.6949909365046,240.56794364158364,304.79889220339646,54.0
55,275.0,600.0810071254996,503.4392433912332,246.84992569858352,298.35967173563915,55.0
56,280.0,597.421457340187,503.57991131051216,246.90602335023527,298.45800925613594,56.0
57,285.0,594.9112349499295,505.1327537877304,254.09471930249308,291.90469126190385,57.0
58,290.0,592.4869474056102,508.83520387455553,266.3292907053487,281.983619964194,58.0
59,295.0,590.0631203949071,512.6556900418738,279.2619072956724,271.3881194723272,59.0
60,300.0,587.5393870102621,516.4344722973553,292.7940415678718,260.04701247614366,60.0
61,305.0,584.8081364538061,510.958262648109,281.9363075656112,266.3045989331371,61.0
62,310.0,581.761993365804,506.2468660602168,278.73658875758923,264.5468340728227,62.0
63,315.0,578.3006074786647,500.3603604443009,268.37597576808326,269.7492845072298,63.0
64,320.0,574.3363804465079,494.1971931249872,258.5239198116517,274.0386898992273,64.0
65,325.0,569.7989128946449,487.5496016619463,248.81392018185156,277.5996296280172,65.0
66,330.0,564.6380973406169,480.3369222246979,239.17516020692213,280.4206535090416,66.0
67,335.0,558.8258981964223,478.8852540576903,240.03188531945577,277.7364752770169,67.0
68,340.0,552.3569435477366,477.4058836911004,246.47844902050895,268.5202728727808,68.0
69,345.0,545.2481058917115,475.05934600367584,252.47713543067,258.81652392209986,69.0
70,350.0,537.5372750090264,475.4217179702533,267.445160535407,241.8332063195888,70.0
71,355.0,529.281531420841,474.8687190960408,282.6938535020976,223.4591460394689,71.0
0,0.0,475.8261317058472,429.6760894060005,286.63483731951527,166.32703730986657,0.0
1,5.0,460.3525192392882,416.7624291152168,284.06013522435666,154.30499289634906,1.0
2,10.0,444.89081776310826,403.8030631234229,281.284138290933,142.46386608429054,2.0
3,15.0,429.5741125036325,390.9565616552098,278.43237224031094,130.84208071499864,3.0
4,20.0,414.5360528610747,376.47959267333465,269.51400004110764,124.37859608398492,4.0
5,25.0,399.9094413756391,362.3999536512858,260.7693656247056,118.1751023564886,5.0
6,30.0,385.8251205613317,342.7556467052221,213.4128041051931,150.39865418608022,6.0
7,35.0,372.4111194735815,327.3917997335311,194.7026782319462,154.2896761646336,7.0
8,40.0,359.7919964920314,312.9174656604323,178.1013669383036,156.76290549084734,8.0
9,45.0,348.0882946433133,299.4870264590704,163.50545745489688,158.11810349322502,9.0
10,50.0,337.4160127510514,290.8761961678987,158.93770679498255,153.416848108042,10.0
11,55.0,327.8859920191642,283.5667089475734,155.83960036032434,148.51989370610357,11.0
12,60.0,319.60312557907884,277.7031256700532,154.3296123418489,143.4575736374468,12.0
13,65.0,312.6653196710886,268.9403645193531,144.51903301445876,144.67596686615624,13.0
14,70.0,307.16216952691224,261.8514877747166,136.67192056489483,145.5576362904904,14.0
15,75.0,303.173358167172,256.51943172821234,130.7167576343793,146.28217917887565,15.0
16,80.0,300.76683655790674,253.5305002730313,127.65969373723992,146.36140294859462,16.0
17,85.0,299.9968903601096,252.42130031366423,126.38503858861208,146.55379270354905,17.0
18,90.0,300.90223205676403,253.2375111642833,126.90708747650422,146.8958414974175,18.0
19,95.0,303.5042692108364,254.83108703985192,126.85561091196044,148.80869317196684,19.0
20,100.0,307.8056861409744,258.37147397845274,128.61063476281453,150.88469676236997,20.0
21,105.0,313.78944002267497,263.84267142366406,132.1746349144439,153.10236803397692,21.0
22,110.0,321.41822221580816,272.68201320965096,140.6343924439982,153.54374507634043,22.0
23,115.0,330.6343839833765,283.42585140086214,151.24618018626035,153.69729211000205,23.0
24,120.0,341.36028475058686,296.0082061866692,164.1500696362838,153.32341459347143,24.0
25,125.0,353.498998534686,308.7786031828605,175.87275739348846,154.54168115043254,25.0
26,130.0,366.9353119908452,323.1026661401247,189.72935503448184,155.08524547167775,26.0
27,135.0,381.5369619329643,338.8313634810169,205.793414984511,154.6952889494255,27.0
28,140.0,397.1560840637322,349.12942670402776,207.26926270953496,164.95367906336372,28.0
29,145.0,413.6308701128181,360.41042848629706,210.24098982290496,174.61562635278153,29.0
30,150.0,430.7874511360372,377.8801517452228,245.86464118305264,153.50640763043043,30.0
31,155.0,448.4420363042767,391.2490240894688,246.7624103598357,168.00769038329426,31.0
32,160.0,466.4033375497023,404.9245486628567,247.8192533932406,182.6805758949024,32.0
33,165.0,484.47530135213526,418.6836550358893,248.86457610006437,197.46404527421512,33.0
34,170.0,502.4601513856935,435.7519602940436,258.55966768436593,206.03754954613677,34.0
35,175.0,520.161721915531,452.5137732931316,267.9347206286754,214.6268054237863,35.0
36,180.0,537.389034047771,468.7540281538552,276.84938551478706,223.14493330124208,36.0
37,185.0,553.9600373527603,485.302614106218,286.8423798633646,230.76771423587604,37.0
38,190.0,569.7054099309934,501.0077685395264,296.1778791317009,238.17429000909948,38.0
39,195.0,584.4722824045032,515.7060130916541,304.74648761625355,245.3017738086052,39.0
40,200.0,598.127727238425,528.1694586657085,309.473086138995,254.29810758920175,40.0
41,205.0,610.5618359376772,539.361446881875,313.22560223288525,262.94865656859287,41.0
42,210.0,621.6901949752455,550.0884266842071,324.1375699921328,262.73355429310965,42.0
43,215.0,631.4555691594637,543.5003553138272,286.7517621821589,298.5448757344981,43.0
44,220.0,639.8286114361309,535.3955897762828,253.3969166479707,327.9054338701304,44.0
45,225.0,646.8074442404499,525.8762376580341,223.5959126190292,351.4887500453545,45.0
46,230.0,652.4160030320511,535.0405628501178,232.64773893210497,351.6195626953637,46.0
47,235.0,656.7011005468163,542.9664315206738,241.33011027474285,350.7399084255012,47.0
48,240.0,659.7282616648934,549.7195527312058,249.66874522843037,348.8962877939249,48.0
49,245.0,661.5764909960002,554.6960760406605,256.24410213742755,347.0371789572476,49.0
50,250.0,662.3322600412158,558.6705288316778,262.4697703420222,344.4194866158785,50.0
51,255.0,662.0831229081111,561.7332666702816,268.38979879894754,341.0970556643419,51.0
52,260.0,660.911467441044,567.4594513098696,282.2028045681386,331.6937752810826,52.0
53,265.0,658.888957612792,572.369318934382,296.3773252702664,320.9209228652508,53.0
54,270.0,656.0722016370404,576.5729711523329,310.9343322495667,308.88213825903046,54.0
55,275.0,652.5000780675514,579.3585467285301,326.292123603416,294.2632827036211,55.0
56,280.0,648.192976184959,580.6756062246479,333.6211352306996,287.2726406906375,56.0
57,285.0,643.1539833547213,582.0373448389086,349.3708358533322,270.54245230880974,57.0
58,290.0,637.371820807367,578.3710902746868,351.7985659123141,263.45642367717755,58.0
59,295.0,630.8251335895818,573.9523427843075,353.7451232340392,256.0549064538003,59.0
60,300.0,623.4876141618805,568.7321072727757,355.14856185324976,248.35295979014649,60.0
61,305.0,615.3333980757905,544.2056895544154,300.6901180705805,283.15764126027307,61.0
62,310.0,606.3422099319994,519.8117557245873,260.6545105982337,301.345633867853,62.0
63,315.0,596.5038382738321,494.1155965624057,219.90998068649253,318.84373939059674,63.0
64,320.0,585.8216516133091,488.5087384333816,223.9702349863826,307.60291098488256,64.0
65,325.0,574.3150075993635,481.9218340311437,227.5372467325577,295.7960317425419,65.0
66,330.0,562.0205329522386,474.3732512365343,230.57811938522437,283.48271145501155,66.0
67,335.0,548.9923511942051,469.15038651318446,236.5052702677475,270.51757702957786,67.0
68,340.0,535.3014041637505,463.8367510298893,248.4684187253719,250.42829337734585,68.0
69,345.0,521.0340531713956,457.6831211102422,260.72902062015794,229.01639591870264,69.0
70,350.0,506.2901609566288,448.601521424707,267.07127918593375,211.08167702182945,70.0
71,355.0,491.18085199812776,438.9893719293114,273.287990801819,192.67602456685165,71.0
